#                                                                                             --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                                      accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#                              ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
VITVvi_vZin03_v1.1_P127.ver1.0.g241740.p01         -          LRR_4                PF12799.13   8.6e-78  253.7 194.6     4e-06   25.9   3.2  28.5  15   7  13  32  32  29  21 | TM
VITVvi_vZin03_v1.1_P58.ver1.0.g464310.p01          -          LRR_4                PF12799.13   3.1e-08   32.7  16.8    0.0054   16.0   0.5   4.5   1   1   6   7   7   7   5 | SP
VITVvi_vZin03_v1.1_H000244F_004.ver1.0.g178710.p01 -          LRR_4                PF12799.13   3.6e-08   32.4  25.6   0.00011   21.4   3.2   5.1   2   1   4   6   6   5   4 | SP
VITVvi_vZin03_v1.1_P14.ver1.0.g253620.p01          -          LRR_4                PF12799.13   3.8e-08   32.4  19.2   0.00083   18.6   0.7   4.8   2   1   0   4   4   3   2 | SP+TM
VITVvi_vZin03_v1.1_H000057F_001.ver1.0.g098340.p01 -          LRR_4                PF12799.13   4.3e-08   32.2  31.5   5.3e-05   22.4   0.8   7.9   5   1   2   9   9   5   1 | TM
VITVvi_vZin03_v1.1_P117.ver1.0.g231460.p01         -          LRR_4                PF12799.13   4.4e-08   32.2   3.2    0.0018   17.5   0.0   3.6   3   1   1   4   4   2   2 | SP+TM
VITVvi_vZin03_v1.1_P239.ver1.0.g337260.p01         -          LRR_4                PF12799.13   4.4e-08   32.2   3.2    0.0018   17.5   0.0   3.6   3   1   1   4   4   2   2 | SP+TM
VITVvi_vZin03_v1.1_P44.ver1.0.g426360.p01          -          LRR_4                PF12799.13   4.6e-08   32.1  19.0   2.6e-05   23.3   2.5   4.6   1   1   1   4   4   3   2 | TM
VITVvi_vZin03_v1.1_P171.ver1.0.g289370.p01         -          LRR_4                PF12799.13     5e-08   32.0  20.8     0.004   16.4   0.4   4.1   1   1   2   4   4   4   3 | SP
VITVvi_vZin03_v1.1_P37.ver1.0.g394480.p01          -          LRR_4                PF12799.13   5.3e-08   31.9  12.2   0.00012   21.3   2.3   4.2   2   1   3   5   5   4   2 | TM
VITVvi_vZin03_v1.1_P133.ver1.0.g248720.p01         -          LRR_4                PF12799.13   5.5e-08   31.9  11.5   0.00098   18.4   1.7   3.8   1   1   3   4   4   4   3 | SP+TM
VITVvi_vZin03_v1.1_P14.ver1.0.g256020.p01          -          LRR_4                PF12799.13   5.8e-08   31.8   4.5   5.8e-08   31.8   4.5   2.6   1   1   0   2   2   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000055F_002.ver1.0.g095890.p01 -          LRR_4                PF12799.13   5.9e-08   31.8  10.3    0.0002   20.5   0.2   3.8   1   1   4   5   5   5   3 | TM
VITVvi_vZin03_v1.1_H000464F_001.ver1.0.g194340.p01 -          LRR_4                PF12799.13     6e-08   31.8   9.5   1.1e-05   24.5   1.2   2.6   1   1   2   3   3   2   2 | TM
VITVvi_vZin03_v1.1_P148.ver1.0.g264120.p01         -          LRR_4                PF12799.13   6.6e-08   31.6  24.9      0.05   12.9   0.8   5.2   2   1   2   5   5   5   3 | TM
VITVvi_vZin03_v1.1_P3.ver1.0.g367860.p01           -          LRR_4                PF12799.13   7.1e-08   31.5   4.5   0.00012   21.3   0.4   2.9   2   0   0   2   2   2   2 | SP+TM
VITVvi_vZin03_v1.1_P150.ver1.0.g269620.p01         -          LRR_4                PF12799.13   7.1e-08   31.5   8.1   0.00019   20.6   0.1   4.2   1   1   2   4   4   3   2 | SP+TM
VITVvi_vZin03_v1.1_H000120F_006.ver1.0.g136650.p01 -          LRR_4                PF12799.13   7.4e-08   31.5  19.7     2e-05   23.7   9.1   3.0   1   1   2   3   3   3   3 | SP+TM
VITVvi_vZin03_v1.1_H000092F_008.ver1.0.g123550.p01 -          LRR_4                PF12799.13   8.1e-08   31.3  18.8     0.064   12.6   0.1   6.1   4   2   3   7   7   4   3 | SP+TM
VITVvi_vZin03_v1.1_H000181F_005.ver1.0.g161380.p01 -          LRR_4                PF12799.13   8.8e-08   31.2   7.7   0.00048   19.3   0.1   4.1   1   1   4   5   5   4   3 | SP+TM
VITVvi_vZin03_v1.1_P9.ver1.0.g525040.p01           -          LRR_4                PF12799.13   9.2e-08   31.2  10.6   0.00024   20.3   0.2   3.8   1   1   4   5   5   5   3 | SP+TM
VITVvi_vZin03_v1.1_P14.ver1.0.g256040.p01          -          LRR_4                PF12799.13   9.4e-08   31.1   3.4   9.4e-08   31.1   3.4   2.6   2   1   1   3   3   2   2 | SP+TM
VITVvi_vZin03_v1.1_P49.ver1.0.g439330.p01          -          LRR_4                PF12799.13     1e-07   31.0   3.8     0.001   18.3   0.1   4.0   4   0   0   4   4   2   1 | TM
VITVvi_vZin03_v1.1_H000013F_003.ver1.0.g041000.p01 -          LRR_4                PF12799.13   1.3e-07   30.7  16.8   5.9e-06   25.4   4.1   2.9   1   1   1   2   2   2   2 | SP+TM
VITVvi_vZin03_v1.1_P14.ver1.0.g255970.p01          -          LRR_4                PF12799.13   1.5e-07   30.5  10.8   2.6e-07   29.7   3.1   2.2   1   1   1   2   2   2   2 | SP+TM
VITVvi_vZin03_v1.1_P14.ver1.0.g256030.p01          -          LRR_4                PF12799.13   1.6e-07   30.4   5.4   1.6e-07   30.4   5.4   2.7   1   1   1   2   2   2   2 | TM
VITVvi_vZin03_v1.1_P14.ver1.0.g256090.p01          -          LRR_4                PF12799.13   1.7e-07   30.3  16.3   5.8e-06   25.4   3.9   2.8   1   1   1   2   2   2   2 | SP+TM
VITVvi_vZin03_v1.1_P494.ver1.0.g441420.p01         -          LRR_4                PF12799.13   1.7e-07   30.3  25.5    0.0034   16.6   1.2   6.0   2   2   4   6   6   6   2 | SP
VITVvi_vZin03_v1.1_P8.ver1.0.g501500.p01           -          LRR_4                PF12799.13   1.9e-07   30.1   8.8     0.016   14.5   0.8   5.5   4   2   4   8   8   2   1 | SP+TM
VITVvi_vZin03_v1.1_P161.ver1.0.g281210.p01         -          LRR_4                PF12799.13     2e-07   30.1   8.1   3.7e-05   22.9   1.0   2.5   1   1   2   3   3   3   2 | TM
VITVvi_vZin03_v1.1_P231.ver1.0.g335270.p01         -          LRR_4                PF12799.13     2e-07   30.1   8.1   3.7e-05   22.9   1.0   2.5   1   1   2   3   3   3   2 | TM
VITVvi_vZin03_v1.1_P408.ver1.0.g413520.p01         -          LRR_4                PF12799.13   2.1e-07   30.0  21.0    0.0015   17.8   5.3   3.6   1   1   2   3   3   3   3 | SP+TM
VITVvi_vZin03_v1.1_P361.ver1.0.g391890.p01         -          LRR_4                PF12799.13   2.1e-07   30.0  21.0    0.0015   17.8   5.3   3.6   1   1   2   3   3   3   3 | SP+TM
VITVvi_vZin03_v1.1_H000153F_001.ver1.0.g152070.p01 -          LRR_4                PF12799.13   2.1e-07   30.0   7.8   0.00025   20.3   0.9   3.0   1   1   1   3   3   3   2 | SP+TM
VITVvi_vZin03_v1.1_H000041F_010.ver1.0.g076380.p01 -          LRR_4                PF12799.13   2.1e-07   30.0  14.7    0.0015   17.8   4.9   3.5   1   1   0   3   3   2   2 | SP+TM
VITVvi_vZin03_v1.1_P36.ver1.0.g390010.p01          -          LRR_4                PF12799.13   2.1e-07   30.0  14.7    0.0015   17.8   4.9   3.5   1   1   0   3   3   2   2 | SP+TM
VITVvi_vZin03_v1.1_P645.ver1.0.g480640.p01         -          LRR_4                PF12799.13   2.2e-07   30.0  23.5   6.2e-05   22.2   2.1   4.6   3   1   2   5   5   3   3 | SP+TM
VITVvi_vZin03_v1.1_P468.ver1.0.g433880.p01         -          LRR_4                PF12799.13   2.3e-07   29.9   3.0   0.00013   21.1   0.6   2.8   2   0   0   2   2   2   1 | SP+TM
VITVvi_vZin03_v1.1_P71.ver1.0.g492640.p01          -          LRR_4                PF12799.13   2.4e-07   29.8   3.0   0.00013   21.1   0.6   2.7   2   0   0   2   2   2   1 | SP+TM
VITVvi_vZin03_v1.1_P368.ver1.0.g393010.p01         -          LRR_4                PF12799.13   2.5e-07   29.8  10.7   3.8e-05   22.9   0.4   2.7   3   0   0   3   3   2   2 | TM
VITVvi_vZin03_v1.1_P779.ver1.0.g498650.p01         -          LRR_4                PF12799.13   2.7e-07   29.7  15.6    0.0093   15.3   0.1   4.0   2   1   1   3   3   3   2 | TM
VITVvi_vZin03_v1.1_P49.ver1.0.g439310.p01          -          LRR_4                PF12799.13   2.7e-07   29.7  17.8   0.00036   19.8   0.2   6.2   4   2   1   6   6   2   2 | SP+TM
VITVvi_vZin03_v1.1_P122.ver1.0.g239370.p01         -          LRR_4                PF12799.13     3e-07   29.5   7.7   3.4e-05   23.0   0.8   3.1   3   0   0   3   3   2   1 | TM
VITVvi_vZin03_v1.1_P240.ver1.0.g338680.p01         -          LRR_4                PF12799.13   3.9e-07   29.2  12.6   0.00011   21.4   1.9   2.6   1   1   2   3   3   3   2 | TM
VITVvi_vZin03_v1.1_P272.ver1.0.g353770.p01         -          LRR_4                PF12799.13     4e-07   29.1  21.5     0.004   16.4   1.5   5.4   3   3   2   5   5   3   2 | SP
VITVvi_vZin03_v1.1_H000013F_003.ver1.0.g041060.p01 -          LRR_4                PF12799.13     4e-07   29.1   2.3     4e-07   29.1   2.3   2.5   1   1   1   2   2   1   1 | SP+TM
VITVvi_vZin03_v1.1_P5.ver1.0.g443720.p01           -          LRR_4                PF12799.13   4.2e-07   29.1   3.8     0.003   16.8   1.8   2.6   2   0   0   2   2   2   2 | SP
VITVvi_vZin03_v1.1_P33.ver1.0.g380220.p01          -          LRR_4                PF12799.13   4.3e-07   29.0   4.6   0.00013   21.2   0.1   2.6   1   1   1   2   2   2   2 | SP+TM
VITVvi_vZin03_v1.1_P53.ver1.0.g453660.p01          -          LRR_4                PF12799.13   4.4e-07   29.0   8.2   2.1e-05   23.7   1.2   2.8   1   1   0   2   2   2   1 | SP+TM
VITVvi_vZin03_v1.1_H000299F_003.ver1.0.g186330.p01 -          LRR_4                PF12799.13   4.5e-07   29.0  36.4     0.007   15.7   0.9   7.2   4   2   4   8   8   4   4 | SP+TM
VITVvi_vZin03_v1.1_H000013F_002.ver1.0.g040880.p01 -          LRR_4                PF12799.13   4.6e-07   28.9  11.5   2.3e-06   26.7   4.1   2.3   1   1   1   2   2   2   2 | TM
VITVvi_vZin03_v1.1_P14.ver1.0.g256140.p01          -          LRR_4                PF12799.13   4.7e-07   28.9   2.3   4.7e-07   28.9   2.3   2.5   1   1   1   2   2   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000013F_003.ver1.0.g040980.p01 -          LRR_4                PF12799.13   5.2e-07   28.8   3.0   5.2e-07   28.8   3.0   2.7   1   1   2   3   3   2   2 | SP+TM
VITVvi_vZin03_v1.1_P35.ver1.0.g387690.p01          -          LRR_4                PF12799.13   5.4e-07   28.7  14.0    0.0012   18.1   1.2   3.3   1   1   2   3   3   3   3 | SP+TM
VITVvi_vZin03_v1.1_H000214F_005.ver1.0.g172290.p01 -          LRR_4                PF12799.13   5.5e-07   28.7  18.4    0.0016   17.7   0.2   4.5   3   1   0   4   4   2   2 | SP+TM
VITVvi_vZin03_v1.1_H000121F_001.ver1.0.g136960.p01 -          LRR_4                PF12799.13   5.7e-07   28.6  14.7   0.00016   20.9   1.0   3.3   1   1   3   4   4   4   3 | SP+TM
VITVvi_vZin03_v1.1_P98.ver1.0.g533280.p01          -          LRR_4                PF12799.13   5.7e-07   28.6  14.7   0.00016   20.9   1.0   3.3   1   1   3   4   4   4   3 | SP+TM
VITVvi_vZin03_v1.1_P298.ver1.0.g363980.p01         -          LRR_4                PF12799.13   5.9e-07   28.6  19.0   1.4e-05   24.2   3.3   4.7   3   1   1   4   4   1   1 | TM
VITVvi_vZin03_v1.1_H000464F_001.ver1.0.g194280.p01 -          LRR_4                PF12799.13   7.1e-07   28.3   6.6    0.0026   17.0   1.3   3.0   1   1   0   2   2   2   2 | TM
VITVvi_vZin03_v1.1_H000000F_019.ver1.0.g001680.p01 -          LRR_4                PF12799.13   7.2e-07   28.3  23.4   0.00063   19.0   1.9   6.2   3   2   5   8   8   3   1 | SP
VITVvi_vZin03_v1.1_H000016F_011.ver1.0.g047830.p01 -          LRR_4                PF12799.13   7.3e-07   28.3  16.0    0.0053   16.0   0.0   5.2   4   1   2   6   6   2   2 | SP
VITVvi_vZin03_v1.1_H000091F_004.ver1.0.g121840.p01 -          LRR_4                PF12799.13   7.7e-07   28.2  11.7   2.7e-05   23.3   1.0   2.8   1   1   1   2   2   2   2 | SP+TM
VITVvi_vZin03_v1.1_P80.ver1.0.g505240.p01          -          LRR_4                PF12799.13   7.7e-07   28.2  11.7   2.7e-05   23.3   1.0   2.8   1   1   1   2   2   2   2 | SP+TM
VITVvi_vZin03_v1.1_H000013F_002.ver1.0.g040810.p01 -          LRR_4                PF12799.13   8.1e-07   28.2   1.8   2.8e-06   26.4   1.8   1.9   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P14.ver1.0.g256000.p01          -          LRR_4                PF12799.13   8.3e-07   28.1  11.5   2.7e-06   26.5   4.1   2.3   1   1   1   2   2   2   2 | SP+TM
VITVvi_vZin03_v1.1_H000182F_002.ver1.0.g162280.p01 -          LRR_4                PF12799.13   8.7e-07   28.1  28.9    0.0038   16.5   2.1   5.3   3   2   3   6   6   4   3 | SP
VITVvi_vZin03_v1.1_H000000F_011.ver1.0.g000350.p01 -          LRR_4                PF12799.13   9.9e-07   27.9  23.8   0.00063   19.0   1.9   6.1   3   2   5   8   8   3   1 | SP
VITVvi_vZin03_v1.1_H000013F_003.ver1.0.g040990.p01 -          LRR_4                PF12799.13   9.9e-07   27.9   1.8   9.9e-07   27.9   1.8   2.5   1   1   2   3   3   2   2 | SP+TM
VITVvi_vZin03_v1.1_H000182F_002.ver1.0.g162460.p01 -          LRR_4                PF12799.13   1.3e-06   27.5  17.3    0.0026   17.0   2.4   5.2   3   2   5   8   8   4   3 | SP
VITVvi_vZin03_v1.1_P17.ver1.0.g287030.p01          -          LRR_4                PF12799.13   1.3e-06   27.5  16.9    0.0053   16.0   0.0   5.2   4   1   1   5   5   2   2 | SP
VITVvi_vZin03_v1.1_P302.ver1.0.g372040.p01         -          LRR_4                PF12799.13   1.3e-06   27.5   7.9    0.0019   17.5   3.2   2.4   1   1   1   2   2   2   2 | TM
VITVvi_vZin03_v1.1_P58.ver1.0.g464900.p01          -          LRR_4                PF12799.13   1.4e-06   27.4  12.8   2.5e-05   23.4   1.8   3.7   3   0   0   3   3   2   1 | SP+TM
VITVvi_vZin03_v1.1_H000001F_014.ver1.0.g003260.p01 -          LRR_4                PF12799.13   1.4e-06   27.4   3.0     0.017   14.4   0.0   4.2   2   2   3   5   5   3   2 | SP+TM
VITVvi_vZin03_v1.1_P2.ver1.0.g312000.p01           -          LRR_4                PF12799.13   1.4e-06   27.4   3.0     0.017   14.4   0.0   4.2   2   2   3   5   5   3   2 | SP+TM
VITVvi_vZin03_v1.1_H000002F_005.ver1.0.g008250.p01 -          LRR_4                PF12799.13   1.5e-06   27.3   0.0      0.34   10.3   0.0   3.8   4   0   0   4   4   2   1 | SP
VITVvi_vZin03_v1.1_H000183F_001.ver1.0.g162640.p01 -          LRR_4                PF12799.13   1.5e-06   27.3   5.6    0.0078   15.5   1.1   3.0   2   0   0   2   2   2   2 | SP+TM
VITVvi_vZin03_v1.1_H000057F_001.ver1.0.g098100.p01 -          LRR_4                PF12799.13   1.5e-06   27.3  19.9   0.00058   19.1   0.6   6.8   5   2   4   9   9   4   2 | SP+TM
VITVvi_vZin03_v1.1_P155.ver1.0.g274350.p01         -          LRR_4                PF12799.13   1.9e-06   27.0  36.0   2.5e-06   26.6   0.6   7.0   6   1   0   7   7   3   2 | SP+TM
VITVvi_vZin03_v1.1_P14.ver1.0.g255910.p01          -          LRR_4                PF12799.13   1.9e-06   27.0   1.8   1.9e-06   27.0   1.8   2.0   2   0   0   2   2   1   1 | TM
VITVvi_vZin03_v1.1_P658.ver1.0.g481500.p01         -          LRR_4                PF12799.13     2e-06   26.9   6.3   0.00042   19.5   0.7   3.6   1   1   2   3   3   3   2 | TM
VITVvi_vZin03_v1.1_H000183F_003.ver1.0.g162960.p01 -          LRR_4                PF12799.13   2.2e-06   26.8   5.6    0.0092   15.3   1.1   2.9   2   0   0   2   2   2   2 | SP+TM
VITVvi_vZin03_v1.1_P414.ver1.0.g417810.p01         -          LRR_4                PF12799.13   2.5e-06   26.6  23.4     0.061   12.7   3.7   5.8   2   2   5   7   7   5   4 | SP
VITVvi_vZin03_v1.1_H000042F_003.ver1.0.g078620.p01 -          LRR_4                PF12799.13   2.8e-06   26.5  13.9    0.0026   17.0   1.2   3.1   1   1   0   2   2   2   2 | SP+TM
VITVvi_vZin03_v1.1_P34.ver1.0.g384230.p01          -          LRR_4                PF12799.13   2.8e-06   26.4  32.8    0.0067   15.7   0.9   7.2   5   1   3   8   8   4   3 | SP+TM
VITVvi_vZin03_v1.1_H000057F_007.ver1.0.g098700.p01 -          LRR_4                PF12799.13     3e-06   26.4   0.2    0.0004   19.6   0.1   2.8   2   0   0   2   2   1   1 | SP+TM
VITVvi_vZin03_v1.1_P49.ver1.0.g439860.p01          -          LRR_4                PF12799.13     3e-06   26.4   0.2    0.0004   19.6   0.1   2.8   2   0   0   2   2   1   1 | SP+TM
VITVvi_vZin03_v1.1_P10.ver1.0.g211750.p01          -          LRR_4                PF12799.13   3.3e-06   26.2  20.3   0.00039   19.6   0.6   4.9   3   1   1   5   5   3   2 | SP+TM
VITVvi_vZin03_v1.1_P14.ver1.0.g255950.p01          -          LRR_4                PF12799.13   4.1e-06   25.9   9.3    0.0026   17.0   4.1   2.7   1   1   0   2   2   2   1 | SP+TM
VITVvi_vZin03_v1.1_H000013F_002.ver1.0.g040830.p01 -          LRR_4                PF12799.13   4.2e-06   25.9   9.3    0.0026   17.0   4.1   2.7   1   1   0   2   2   2   1 | SP+TM
VITVvi_vZin03_v1.1_P15.ver1.0.g265320.p01          -          LRR_4                PF12799.13   4.6e-06   25.8  17.1    0.0044   16.3   0.2   4.2   4   0   0   4   4   3   1 | TM
VITVvi_vZin03_v1.1_H000057F_001.ver1.0.g098170.p01 -          LRR_4                PF12799.13   5.2e-06   25.6  12.2      0.48    9.8   0.0   6.7   5   1   1   6   6   2   0 | TM
VITVvi_vZin03_v1.1_P397.ver1.0.g402930.p01         -          LRR_4                PF12799.13   5.4e-06   25.5  15.5   0.00065   18.9   3.0   3.7   1   1   3   4   4   3   2 | TM
VITVvi_vZin03_v1.1_P261.ver1.0.g348100.p01         -          LRR_4                PF12799.13   5.7e-06   25.5  21.9     0.098   12.0   0.9   6.1   3   2   3   6   6   3   3 | SP
VITVvi_vZin03_v1.1_H000443F_002.ver1.0.g193500.p01 -          LRR_4                PF12799.13   7.1e-06   25.2  14.1     0.068   12.5   1.9   5.1   2   2   4   6   6   4   2 | SP
VITVvi_vZin03_v1.1_P2.ver1.0.g309590.p01           -          LRR_4                PF12799.13     1e-05   24.7  19.7   0.00026   20.2   2.6   4.0   4   0   0   4   4   3   1 | TM
VITVvi_vZin03_v1.1_P265.ver1.0.g349510.p01         -          LRR_4                PF12799.13   1.1e-05   24.5  19.3   0.00039   19.6   0.6   4.9   3   1   1   5   5   2   2 | SP+TM
VITVvi_vZin03_v1.1_P2.ver1.0.g309620.p01           -          LRR_4                PF12799.13   1.4e-05   24.2  17.7   3.3e-05   23.1   2.3   3.8   4   0   0   4   4   2   1 | TM
VITVvi_vZin03_v1.1_P1.ver1.0.g204320.p01           -          LRR_4                PF12799.13   1.4e-05   24.2   6.8   4.4e-05   22.7   3.5   4.1   2   2   3   5   5   3   2 | SP+TM
VITVvi_vZin03_v1.1_P50.ver1.0.g446900.p01          -          LRR_4                PF12799.13   1.4e-05   24.2  11.9    0.0015   17.8   1.5   2.9   2   0   0   2   2   2   2 | TM
VITVvi_vZin03_v1.1_P49.ver1.0.g439400.p01          -          LRR_4                PF12799.13   1.8e-05   23.9  20.4       1.2    8.6   0.5   7.1   5   1   1   8   8   4   0 | SP+TM
VITVvi_vZin03_v1.1_P237.ver1.0.g336830.p01         -          LRR_4                PF12799.13   1.8e-05   23.9  11.3   0.00076   18.7   2.2   3.2   2   1   1   3   3   2   1 | TM
VITVvi_vZin03_v1.1_P689.ver1.0.g486520.p01         -          LRR_4                PF12799.13   1.8e-05   23.9  12.2    0.0053   16.0   0.3   3.0   1   1   0   2   2   2   2 | TM
VITVvi_vZin03_v1.1_H000034F_005.ver1.0.g071210.p01 -          LRR_4                PF12799.13   3.6e-05   22.9  25.1    0.0045   16.2   3.9   4.7   2   2   3   5   5   5   4 | SP
VITVvi_vZin03_v1.1_H000013F_002.ver1.0.g040820.p01 -          LRR_4                PF12799.13   4.7e-05   22.5   3.0   0.00014   21.0   3.0   1.9   1   0   0   1   1   1   1 | TM
VITVvi_vZin03_v1.1_H000057F_001.ver1.0.g098260.p01 -          LRR_4                PF12799.13   5.2e-05   22.4  19.3       1.2    8.6   0.5   7.3   5   1   2   8   8   3   0 | SP+TM
VITVvi_vZin03_v1.1_P87.ver1.0.g517330.p01          -          LRR_4                PF12799.13   5.7e-05   22.3  34.5      0.11   11.8   2.3   6.3   4   2   3   7   7   5   1 | SP
VITVvi_vZin03_v1.1_P231.ver1.0.g335290.p01         -          LRR_4                PF12799.13   6.4e-05   22.1   0.9   0.00013   21.1   0.9   1.6   1   0   0   1   1   1   1 | TM
VITVvi_vZin03_v1.1_P12.ver1.0.g234880.p01          -          LRR_4                PF12799.13   8.6e-05   21.7   6.7     0.098   12.0   0.3   3.4   3   1   0   3   3   2   1 | TM
VITVvi_vZin03_v1.1_P4.ver1.0.g409220.p01           -          LRR_4                PF12799.13   9.9e-05   21.5   0.0     0.075   12.4   0.0   3.3   3   0   0   3   3   1   1 | SP
VITVvi_vZin03_v1.1_H000075F_002.ver1.0.g111860.p01 -          LRR_4                PF12799.13   0.00011   21.3  11.9      0.01   15.1   0.3   3.5   2   1   1   4   4   2   2 | SP+TM
VITVvi_vZin03_v1.1_P69.ver1.0.g486630.p01          -          LRR_4                PF12799.13   0.00011   21.3  11.9      0.01   15.1   0.3   3.5   2   1   1   4   4   2   2 | SP+TM
VITVvi_vZin03_v1.1_H000055F_002.ver1.0.g095910.p01 -          LRR_4                PF12799.13   0.00012   21.3   8.7      0.05   12.9   1.0   3.0   2   1   0   2   2   2   2 | SP
VITVvi_vZin03_v1.1_P9.ver1.0.g525060.p01           -          LRR_4                PF12799.13   0.00014   21.0   5.5      0.18   11.2   1.4   2.6   2   0   0   2   2   2   2 | SP
VITVvi_vZin03_v1.1_H000217F_006.ver1.0.g173070.p01 -          LRR_4                PF12799.13   0.00015   21.0  17.9      0.14   11.5   1.2   5.3   4   1   1   5   5   2   2 | TM
VITVvi_vZin03_v1.1_P42.ver1.0.g419410.p01          -          LRR_4                PF12799.13   0.00028   20.1  23.2     0.011   15.0   4.4   4.3   1   1   4   5   5   5   2 | SP+TM
VITVvi_vZin03_v1.1_H000029F_002.ver1.0.g066660.p01 -          LRR_4                PF12799.13    0.0003   20.0   9.7     0.002   17.4   0.7   3.6   2   1   2   4   4   3   2 | TM
VITVvi_vZin03_v1.1_H000041F_010.ver1.0.g076970.p01 -          LRR_4                PF12799.13   0.00033   19.9   0.1       1.2    8.5   0.0   2.8   2   0   0   2   2   2   0 | TM
VITVvi_vZin03_v1.1_P397.ver1.0.g402950.p01         -          LRR_4                PF12799.13   0.00037   19.7  17.3      0.42   10.0   0.2   4.8   1   1   4   5   5   4   1 | SP
VITVvi_vZin03_v1.1_P492.ver1.0.g441250.p01         -          LRR_4                PF12799.13   0.00039   19.6   5.4    0.0023   17.2   1.1   2.9   1   1   1   2   2   2   2 | SP+TM
VITVvi_vZin03_v1.1_P44.ver1.0.g425870.p01          -          LRR_4                PF12799.13   0.00048   19.3   6.5    0.0031   16.8   1.9   2.9   1   1   1   2   2   2   2 | SP+TM
VITVvi_vZin03_v1.1_P36.ver1.0.g390570.p01          -          LRR_4                PF12799.13   0.00056   19.1   0.1       1.6    8.1   0.0   2.8   2   0   0   2   2   2   0 | SP+TM
VITVvi_vZin03_v1.1_H000094F_004.ver1.0.g124400.p01 -          LRR_4                PF12799.13   0.00077   18.7   1.5    0.0087   15.4   0.2   2.9   1   1   0   2   2   1   1 | SP+TM
VITVvi_vZin03_v1.1_P79.ver1.0.g500940.p01          -          LRR_4                PF12799.13   0.00077   18.7   1.5    0.0087   15.4   0.2   2.9   1   1   0   2   2   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000005F_004.ver1.0.g021090.p01 -          LRR_4                PF12799.13   0.00085   18.6   0.5   0.00085   18.6   0.5   3.4   3   1   0   3   3   1   1 | TM
VITVvi_vZin03_v1.1_H000013F_003.ver1.0.g040970.p01 -          LRR_4                PF12799.13   0.00091   18.5   2.2   0.00091   18.5   2.2   2.5   1   1   1   2   2   2   2 | SP+TM
VITVvi_vZin03_v1.1_H000132F_003.ver1.0.g141050.p01 -          LRR_4                PF12799.13    0.0011   18.2   9.6     0.066   12.6   3.4   3.1   3   0   0   3   3   2   1 | SP+TM
VITVvi_vZin03_v1.1_P49.ver1.0.g439470.p01          -          LRR_4                PF12799.13    0.0011   18.2   0.5    0.0011   18.2   0.5   4.9   5   1   0   5   5   1   1 | TM
VITVvi_vZin03_v1.1_P109.ver1.0.g220060.p01         -          LRR_4                PF12799.13    0.0013   18.0  11.1     0.068   12.5   3.4   3.7   4   0   0   4   4   2   1 | SP+TM
VITVvi_vZin03_v1.1_H000217F_003.ver1.0.g172950.p01 -          LRR_4                PF12799.13    0.0013   17.9  12.9       0.2   11.0   0.3   4.2   3   1   1   4   4   2   1 | TM
VITVvi_vZin03_v1.1_H000013F_003.ver1.0.g041020.p01 -          LRR_4                PF12799.13    0.0013   17.9   0.1    0.0042   16.3   0.1   1.9   1   0   0   1   1   1   1 | TM
VITVvi_vZin03_v1.1_P14.ver1.0.g256110.p01          -          LRR_4                PF12799.13    0.0013   17.9   0.1    0.0042   16.3   0.1   1.9   1   0   0   1   1   1   1 | TM
VITVvi_vZin03_v1.1_P14.ver1.0.g255860.p01          -          LRR_4                PF12799.13    0.0022   17.2  12.4    0.0068   15.7   4.1   2.9   1   1   1   2   2   2   2 | SP+TM
VITVvi_vZin03_v1.1_H000013F_002.ver1.0.g040760.p01 -          LRR_4                PF12799.13    0.0023   17.2  12.4    0.0068   15.7   4.1   2.9   1   1   1   2   2   2   2 | SP+TM
VITVvi_vZin03_v1.1_H000046F_010.ver1.0.g081980.p01 -          LRR_4                PF12799.13    0.0024   17.1  23.0     0.037   13.4   5.2   4.3   1   1   4   5   5   4   2 | SP+TM
VITVvi_vZin03_v1.1_H000077F_008.ver1.0.g113160.p01 -          LRR_4                PF12799.13    0.0028   16.9  15.4    0.0094   15.2   0.9   3.3   2   1   0   3   3   2   1 | SP+TM
VITVvi_vZin03_v1.1_P63.ver1.0.g477680.p01          -          LRR_4                PF12799.13    0.0028   16.9  15.4    0.0094   15.2   0.9   3.3   2   1   0   3   3   2   1 | SP+TM
VITVvi_vZin03_v1.1_P155.ver1.0.g274420.p01         -          LRR_4                PF12799.13    0.0037   16.5   0.6     0.016   14.6   0.2   2.5   2   0   0   2   2   1   1 | SP+TM
VITVvi_vZin03_v1.1_P33.ver1.0.g381240.p01          -          LRR_4                PF12799.13    0.0045   16.3  21.5     0.023   14.0   4.4   4.1   1   1   3   4   4   4   2 | SP+TM
