#                                                                                             --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                                      accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#                              ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
VITVvi_vZin03_v1.1_P127.ver1.0.g241740.p01         -          LRR_8                PF13855.12  7.5e-104  338.5 199.0     4e-09   35.1   5.0  26.2  18   8   7  26  26  25  21 | TM
VITVvi_vZin03_v1.1_P288.ver1.0.g360900.p01         -          LRR_8                PF13855.12   1.6e-10   39.6  19.6   4.7e-05   22.1   6.0   5.3   2   2   3   6   6   6   4 | TM
VITVvi_vZin03_v1.1_P13.ver1.0.g245140.p01          -          LRR_8                PF13855.12   1.8e-10   39.5  24.7   7.6e-06   24.6   5.2   4.4   2   2   2   4   4   4   4 | TM
VITVvi_vZin03_v1.1_H000013F_002.ver1.0.g040880.p01 -          LRR_8                PF13855.12   1.8e-10   39.4   7.5   3.6e-10   38.5   7.5   1.5   1   0   0   1   1   1   1 | TM
VITVvi_vZin03_v1.1_P414.ver1.0.g417810.p01         -          LRR_8                PF13855.12     2e-10   39.3  15.4    0.0057   15.4   0.7   5.0   2   1   3   5   5   5   3 | SP
VITVvi_vZin03_v1.1_P397.ver1.0.g402930.p01         -          LRR_8                PF13855.12   2.2e-10   39.2   9.2   5.8e-08   31.4   4.9   2.6   2   0   0   2   2   2   1 | TM
VITVvi_vZin03_v1.1_P14.ver1.0.g256000.p01          -          LRR_8                PF13855.12   2.3e-10   39.1   7.5   4.4e-10   38.2   7.5   1.5   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P50.ver1.0.g446880.p01          -          LRR_8                PF13855.12   2.3e-10   39.1  30.8   4.3e-07   28.6   8.6   5.3   3   1   3   6   6   4   2 | SP+TM
VITVvi_vZin03_v1.1_H000373F_003.ver1.0.g190780.p01 -          LRR_8                PF13855.12   2.7e-10   38.9  17.8   2.2e-05   23.2   5.3   5.2   2   2   3   6   6   5   4 | TM
VITVvi_vZin03_v1.1_P499.ver1.0.g441670.p01         -          LRR_8                PF13855.12   2.7e-10   38.9   2.5   2.7e-10   38.9   2.5   2.3   2   1   0   2   2   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000397F_002.ver1.0.g191500.p01 -          LRR_8                PF13855.12   2.7e-10   38.9  37.2   0.00021   20.0   5.1   5.8   2   2   5   7   7   6   6 | SP
VITVvi_vZin03_v1.1_H000012F_018.ver1.0.g039950.p01 -          LRR_8                PF13855.12   2.9e-10   38.8  24.6   8.6e-06   24.5   5.2   4.4   2   2   2   4   4   4   4 | TM
VITVvi_vZin03_v1.1_P90.ver1.0.g527010.p01          -          LRR_8                PF13855.12   3.3e-10   38.6  18.8   0.00021   20.0   0.1   4.0   3   1   0   4   4   3   3 | SP+TM
VITVvi_vZin03_v1.1_P408.ver1.0.g413520.p01         -          LRR_8                PF13855.12   3.7e-10   38.4  17.1   2.2e-05   23.2   1.7   3.2   2   1   1   3   3   3   2 | SP+TM
VITVvi_vZin03_v1.1_P361.ver1.0.g391890.p01         -          LRR_8                PF13855.12   3.7e-10   38.4  17.1   2.2e-05   23.2   1.7   3.2   2   1   1   3   3   3   2 | SP+TM
VITVvi_vZin03_v1.1_H000013F_003.ver1.0.g040980.p01 -          LRR_8                PF13855.12   3.8e-10   38.4   8.2   1.2e-09   36.9   7.7   2.2   2   0   0   2   2   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000060F_006.ver1.0.g101620.p01 -          LRR_8                PF13855.12     4e-10   38.4  31.1   4.4e-07   28.6   8.6   5.3   3   1   2   5   5   4   3 | SP+TM
VITVvi_vZin03_v1.1_H000092F_008.ver1.0.g123550.p01 -          LRR_8                PF13855.12     4e-10   38.3  14.9   0.00049   18.8   0.1   3.9   2   1   1   3   3   3   3 | SP+TM
VITVvi_vZin03_v1.1_P273.ver1.0.g354400.p01         -          LRR_8                PF13855.12   4.8e-10   38.1   6.0    0.0022   16.7   1.2   3.5   2   1   1   3   3   3   3 | TM
VITVvi_vZin03_v1.1_P2.ver1.0.g309590.p01           -          LRR_8                PF13855.12   5.1e-10   38.0  15.7     9e-08   30.8   7.5   3.5   2   1   1   3   3   3   1 | TM
VITVvi_vZin03_v1.1_P261.ver1.0.g348100.p01         -          LRR_8                PF13855.12   5.8e-10   37.8  14.5     0.014   14.1   0.5   5.1   2   2   3   5   5   5   3 | SP
VITVvi_vZin03_v1.1_P33.ver1.0.g380220.p01          -          LRR_8                PF13855.12   5.8e-10   37.8   4.5     1e-09   37.0   3.9   1.8   1   1   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P155.ver1.0.g274410.p01         -          LRR_8                PF13855.12   5.8e-10   37.8  14.1    0.0013   17.5   0.1   5.1   2   2   5   7   7   4   4 | SP+TM
VITVvi_vZin03_v1.1_H000013F_003.ver1.0.g041000.p01 -          LRR_8                PF13855.12   5.9e-10   37.8  10.8   6.8e-10   37.6   9.3   2.0   2   0   0   2   2   1   1 | SP+TM
VITVvi_vZin03_v1.1_P182.ver1.0.g297940.p01         -          LRR_8                PF13855.12   6.2e-10   37.7  15.8   2.6e-05   22.9   5.9   2.7   1   1   1   2   2   2   2 | SP+TM
VITVvi_vZin03_v1.1_H000183F_001.ver1.0.g162760.p01 -          LRR_8                PF13855.12   6.2e-10   37.7  14.1   2.8e-05   22.8   1.3   2.5   2   0   0   2   2   2   2 | SP+TM
VITVvi_vZin03_v1.1_P41.ver1.0.g416750.p01          -          LRR_8                PF13855.12     7e-10   37.6   4.8   2.6e-08   32.5   0.8   2.8   1   1   2   3   3   3   2 | SP+TM
VITVvi_vZin03_v1.1_P14.ver1.0.g256090.p01          -          LRR_8                PF13855.12   7.2e-10   37.5  10.8   7.8e-10   37.4   9.3   1.9   2   0   0   2   2   1   1 | SP+TM
VITVvi_vZin03_v1.1_P87.ver1.0.g517330.p01          -          LRR_8                PF13855.12   7.3e-10   37.5  34.1   1.2e-07   30.5   6.6   5.1   4   2   1   5   5   3   2 | SP
VITVvi_vZin03_v1.1_P654.ver1.0.g481340.p01         -          LRR_8                PF13855.12   7.3e-10   37.5   6.2     0.004   15.9   0.0   3.6   1   1   4   5   5   5   5 | SP
VITVvi_vZin03_v1.1_P645.ver1.0.g480640.p01         -          LRR_8                PF13855.12   7.4e-10   37.5  10.6   1.9e-06   26.6   6.7   3.4   2   1   1   3   3   3   3 | SP+TM
VITVvi_vZin03_v1.1_P50.ver1.0.g446820.p01          -          LRR_8                PF13855.12     8e-10   37.4   8.7   9.9e-06   24.3   8.4   3.2   2   1   1   3   3   2   2 | TM
VITVvi_vZin03_v1.1_P272.ver1.0.g353770.p01         -          LRR_8                PF13855.12   8.1e-10   37.4  19.5    0.0001   21.0   2.5   3.9   3   1   0   3   3   2   2 | SP
VITVvi_vZin03_v1.1_P117.ver1.0.g231460.p01         -          LRR_8                PF13855.12   8.3e-10   37.3   5.7   9.6e-10   37.1   0.0   3.4   2   2   1   3   3   2   1 | SP+TM
VITVvi_vZin03_v1.1_H000051F_004.ver1.0.g090350.p01 -          LRR_8                PF13855.12   8.5e-10   37.3  21.7   4.7e-07   28.5   4.1   3.4   2   1   1   3   3   3   2 | SP+TM
VITVvi_vZin03_v1.1_P14.ver1.0.g256020.p01          -          LRR_8                PF13855.12   8.5e-10   37.3   8.0   2.1e-09   36.0   8.0   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P25.ver1.0.g343230.p01          -          LRR_8                PF13855.12   8.6e-10   37.3  21.7   4.7e-07   28.5   4.1   3.4   2   1   1   3   3   3   2 | SP+TM
VITVvi_vZin03_v1.1_P107.ver1.0.g216980.p01         -          LRR_8                PF13855.12   9.4e-10   37.2  15.9   7.6e-09   34.2   9.4   2.4   1   1   1   2   2   2   2 | SP+TM
VITVvi_vZin03_v1.1_P108.ver1.0.g218440.p01         -          LRR_8                PF13855.12   9.4e-10   37.2  15.9   7.6e-09   34.2   9.4   2.4   1   1   1   2   2   2   2 | SP+TM
VITVvi_vZin03_v1.1_P239.ver1.0.g337260.p01         -          LRR_8                PF13855.12   9.6e-10   37.1   0.0   9.6e-10   37.1   0.0   3.5   3   2   1   4   4   2   1 | SP+TM
VITVvi_vZin03_v1.1_H000034F_005.ver1.0.g071210.p01 -          LRR_8                PF13855.12     1e-09   37.1  21.2   1.6e-07   30.0   8.3   4.0   1   1   4   5   5   4   3 | SP
VITVvi_vZin03_v1.1_P440.ver1.0.g426500.p01         -          LRR_8                PF13855.12     1e-09   37.0  15.8   7.1e-06   24.7   8.0   3.2   1   1   1   2   2   2   2 | TM
VITVvi_vZin03_v1.1_H000013F_003.ver1.0.g040990.p01 -          LRR_8                PF13855.12   1.1e-09   37.0   7.7     2e-09   36.1   7.7   1.5   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000464F_001.ver1.0.g194340.p01 -          LRR_8                PF13855.12   1.2e-09   36.8  10.4   7.2e-08   31.1   1.4   2.4   1   1   1   2   2   2   2 | TM
VITVvi_vZin03_v1.1_P237.ver1.0.g336830.p01         -          LRR_8                PF13855.12   1.6e-09   36.4  16.3   6.3e-07   28.1   9.8   2.7   2   1   1   3   3   2   2 | TM
VITVvi_vZin03_v1.1_P44.ver1.0.g426360.p01          -          LRR_8                PF13855.12   1.6e-09   36.4  16.9     2e-07   29.7   4.7   3.9   3   1   0   3   3   2   1 | TM
VITVvi_vZin03_v1.1_P15.ver1.0.g265320.p01          -          LRR_8                PF13855.12   1.6e-09   36.4  17.5   4.7e-06   25.3   0.6   3.5   1   1   2   3   3   3   3 | TM
VITVvi_vZin03_v1.1_H000027F_009.ver1.0.g064000.p01 -          LRR_8                PF13855.12   1.8e-09   36.3  15.7   3.5e-06   25.7   6.7   3.0   2   1   1   3   3   3   3 | TM
VITVvi_vZin03_v1.1_P14.ver1.0.g256030.p01          -          LRR_8                PF13855.12     2e-09   36.1   7.8   4.5e-09   35.0   7.8   1.7   1   0   0   1   1   1   1 | TM
VITVvi_vZin03_v1.1_P645.ver1.0.g480630.p01         -          LRR_8                PF13855.12   2.6e-09   35.8  14.6   3.8e-05   22.4   4.6   2.7   1   1   1   2   2   2   2 | SP+TM
VITVvi_vZin03_v1.1_H000001F_014.ver1.0.g003260.p01 -          LRR_8                PF13855.12   2.9e-09   35.6   6.2     4e-08   31.9   1.5   3.7   2   2   2   4   4   2   2 | SP+TM
VITVvi_vZin03_v1.1_P2.ver1.0.g312000.p01           -          LRR_8                PF13855.12   2.9e-09   35.6   6.2     4e-08   31.9   1.5   3.7   2   2   2   4   4   2   2 | SP+TM
VITVvi_vZin03_v1.1_P39.ver1.0.g400230.p01          -          LRR_8                PF13855.12   3.2e-09   35.5   3.5    0.0007   18.3   0.0   3.4   3   1   0   4   4   2   2 | SP+TM
VITVvi_vZin03_v1.1_H000035F_001.ver1.0.g072300.p01 -          LRR_8                PF13855.12   3.2e-09   35.5   3.5    0.0007   18.3   0.0   3.4   3   1   0   4   4   2   2 | SP+TM
VITVvi_vZin03_v1.1_P206.ver1.0.g318700.p01         -          LRR_8                PF13855.12   4.2e-09   35.1  13.5   5.5e-06   25.1   7.6   2.7   1   1   1   2   2   2   2 | SP+TM
VITVvi_vZin03_v1.1_P26.ver1.0.g346160.p01          -          LRR_8                PF13855.12   4.9e-09   34.8  15.9   6.9e-06   24.8   9.1   3.5   2   1   1   3   3   2   2 | SP+TM
VITVvi_vZin03_v1.1_H000057F_001.ver1.0.g098170.p01 -          LRR_8                PF13855.12   5.1e-09   34.8   6.7    0.0011   17.7   2.8   4.8   3   1   2   5   5   3   2 | TM
VITVvi_vZin03_v1.1_P58.ver1.0.g464340.p01          -          LRR_8                PF13855.12   8.4e-09   34.1  20.1   2.4e-08   32.7   5.4   3.4   2   1   1   3   3   2   2 | SP+TM
VITVvi_vZin03_v1.1_P58.ver1.0.g464850.p01          -          LRR_8                PF13855.12   9.1e-09   34.0  16.6   2.6e-07   29.3  11.5   2.5   1   1   1   2   2   2   2 | SP+TM
VITVvi_vZin03_v1.1_H000120F_003.ver1.0.g135830.p01 -          LRR_8                PF13855.12   9.8e-09   33.9  14.0   3.4e-07   29.0   8.6   2.6   1   1   1   2   2   2   2 | TM
VITVvi_vZin03_v1.1_H000298F_005.ver1.0.g186210.p01 -          LRR_8                PF13855.12     1e-08   33.9  13.4   9.1e-06   24.4   7.6   2.7   1   1   1   2   2   2   2 | SP+TM
VITVvi_vZin03_v1.1_H000079F_014.ver1.0.g113840.p01 -          LRR_8                PF13855.12     1e-08   33.8  15.3   6.9e-06   24.8   7.5   2.9   1   1   1   2   2   2   2 | SP
VITVvi_vZin03_v1.1_P2.ver1.0.g309620.p01           -          LRR_8                PF13855.12   1.4e-08   33.4  16.3   2.1e-06   26.4   3.3   3.3   2   1   0   3   3   3   1 | TM
VITVvi_vZin03_v1.1_P221.ver1.0.g328430.p01         -          LRR_8                PF13855.12   1.5e-08   33.3  16.8     7e-06   24.8   9.1   3.5   2   1   1   3   3   2   2 | SP+TM
VITVvi_vZin03_v1.1_H000192F_007.ver1.0.g165270.p01 -          LRR_8                PF13855.12   1.9e-08   33.0  24.8   0.00013   20.7   0.6   5.2   4   2   1   5   5   3   3 | SP+TM
VITVvi_vZin03_v1.1_H000057F_007.ver1.0.g098700.p01 -          LRR_8                PF13855.12   2.1e-08   32.8   1.5   6.6e-08   31.2   1.5   2.0   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P49.ver1.0.g439860.p01          -          LRR_8                PF13855.12   2.2e-08   32.8   1.5   6.6e-08   31.2   1.5   1.9   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P165.ver1.0.g283890.p01         -          LRR_8                PF13855.12   2.3e-08   32.7  24.9   0.00013   20.7   0.6   5.4   3   1   1   5   5   3   3 | SP+TM
VITVvi_vZin03_v1.1_P444.ver1.0.g426740.p01         -          LRR_8                PF13855.12   2.4e-08   32.6  16.4   4.6e-07   28.5  11.6   2.5   1   1   1   2   2   2   2 | SP+TM
VITVvi_vZin03_v1.1_P260.ver1.0.g347760.p01         -          LRR_8                PF13855.12   2.5e-08   32.6  22.8   6.3e-07   28.1  12.3   2.8   1   1   1   2   2   2   2 | SP+TM
VITVvi_vZin03_v1.1_H000092F_001.ver1.0.g122890.p01 -          LRR_8                PF13855.12   2.5e-08   32.6   6.2    0.0021   16.8   1.2   3.4   3   1   1   4   4   3   3 | SP+TM
VITVvi_vZin03_v1.1_P209.ver1.0.g319520.p01         -          LRR_8                PF13855.12   2.7e-08   32.5  23.1   6.8e-07   28.0  12.7   2.7   1   1   1   2   2   2   2 | SP+TM
VITVvi_vZin03_v1.1_P240.ver1.0.g338680.p01         -          LRR_8                PF13855.12   3.1e-08   32.3  11.3   6.1e-08   31.3   9.2   2.2   1   1   1   2   2   2   2 | TM
VITVvi_vZin03_v1.1_P90.ver1.0.g526360.p01          -          LRR_8                PF13855.12   3.1e-08   32.3   5.9    0.0027   16.5   0.9   3.4   2   1   1   4   4   3   3 | SP+TM
VITVvi_vZin03_v1.1_H000153F_001.ver1.0.g152070.p01 -          LRR_8                PF13855.12   3.5e-08   32.1   3.5   4.3e-05   22.2   2.1   2.6   1   1   1   2   2   2   2 | SP+TM
VITVvi_vZin03_v1.1_P58.ver1.0.g464900.p01          -          LRR_8                PF13855.12   3.5e-08   32.1   7.1   3.5e-08   32.1   7.1   2.3   2   0   0   2   2   1   1 | SP+TM
VITVvi_vZin03_v1.1_P68.ver1.0.g484900.p01          -          LRR_8                PF13855.12   3.6e-08   32.1  14.0   3.3e-05   22.6   7.4   2.7   1   1   1   2   2   2   2 | SP+TM
VITVvi_vZin03_v1.1_P9.ver1.0.g525070.p01           -          LRR_8                PF13855.12   3.6e-08   32.1   2.2    0.0042   15.8   0.0   4.6   4   1   1   5   5   2   1 | SP
VITVvi_vZin03_v1.1_P53.ver1.0.g453660.p01          -          LRR_8                PF13855.12   6.7e-08   31.2   3.7    0.0054   15.5   0.3   2.6   1   1   0   2   2   2   2 | SP+TM
VITVvi_vZin03_v1.1_H000182F_002.ver1.0.g162460.p01 -          LRR_8                PF13855.12   8.6e-08   30.9  23.4   0.00053   18.7   1.2   4.0   2   2   2   4   4   3   2 | SP
VITVvi_vZin03_v1.1_H000055F_002.ver1.0.g095920.p01 -          LRR_8                PF13855.12     1e-07   30.7   2.3    0.0041   15.9   0.0   4.6   4   1   1   5   5   2   1 | SP
VITVvi_vZin03_v1.1_P231.ver1.0.g335270.p01         -          LRR_8                PF13855.12   1.2e-07   30.4   1.6    0.0039   16.0   0.3   2.5   2   0   0   2   2   2   2 | TM
VITVvi_vZin03_v1.1_P161.ver1.0.g281210.p01         -          LRR_8                PF13855.12   1.2e-07   30.4   1.6    0.0039   16.0   0.3   2.5   2   0   0   2   2   2   2 | TM
VITVvi_vZin03_v1.1_H000013F_003.ver1.0.g041020.p01 -          LRR_8                PF13855.12   1.4e-07   30.2   0.0   3.3e-07   29.0   0.0   1.5   1   0   0   1   1   1   1 | TM
VITVvi_vZin03_v1.1_P14.ver1.0.g256110.p01          -          LRR_8                PF13855.12   1.4e-07   30.2   0.0   3.3e-07   29.0   0.0   1.5   1   0   0   1   1   1   1 | TM
VITVvi_vZin03_v1.1_P35.ver1.0.g387690.p01          -          LRR_8                PF13855.12   1.6e-07   30.0  10.4   0.00015   20.5   4.3   2.6   1   1   1   2   2   2   2 | SP+TM
VITVvi_vZin03_v1.1_P33.ver1.0.g381240.p01          -          LRR_8                PF13855.12   2.7e-07   29.3   7.1   2.7e-07   29.3   7.1   3.3   2   1   1   3   3   2   2 | SP+TM
VITVvi_vZin03_v1.1_P492.ver1.0.g441250.p01         -          LRR_8                PF13855.12     3e-07   29.2   2.5   2.7e-06   26.1   3.3   2.2   2   1   0   2   2   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000046F_010.ver1.0.g081980.p01 -          LRR_8                PF13855.12     3e-07   29.1  21.7   5.3e-06   25.1   7.3   3.6   3   0   0   3   3   3   1 | SP+TM
VITVvi_vZin03_v1.1_P42.ver1.0.g419410.p01          -          LRR_8                PF13855.12   3.2e-07   29.1  24.7   1.9e-06   26.6   6.9   3.7   3   1   0   4   4   3   1 | SP+TM
VITVvi_vZin03_v1.1_P53.ver1.0.g454220.p01          -          LRR_8                PF13855.12     4e-07   28.7   8.1    0.0013   17.5   0.0   3.5   2   1   0   3   3   2   1 | SP+TM
VITVvi_vZin03_v1.1_P193.ver1.0.g307010.p01         -          LRR_8                PF13855.12   4.8e-07   28.5  20.3   8.1e-05   21.4  10.2   3.8   1   1   3   5   5   4   3 | SP+TM
VITVvi_vZin03_v1.1_P88.ver1.0.g518590.p01          -          LRR_8                PF13855.12   4.8e-07   28.5  20.3   8.1e-05   21.4  10.2   3.8   1   1   3   5   5   4   3 | SP+TM
VITVvi_vZin03_v1.1_H000042F_003.ver1.0.g078620.p01 -          LRR_8                PF13855.12   5.6e-07   28.3  10.2   0.00033   19.4   4.2   2.7   1   1   1   2   2   2   2 | SP+TM
VITVvi_vZin03_v1.1_P14.ver1.0.g255860.p01          -          LRR_8                PF13855.12   5.7e-07   28.2   6.6   2.5e-06   26.2   7.0   1.9   2   0   0   2   2   1   1 | SP+TM
VITVvi_vZin03_v1.1_P101.ver1.0.g213750.p01         -          LRR_8                PF13855.12   6.3e-07   28.1   6.7   6.3e-07   28.1   6.7   2.6   1   1   1   2   2   1   1 | SP+TM
VITVvi_vZin03_v1.1_P133.ver1.0.g248720.p01         -          LRR_8                PF13855.12     8e-07   27.8  16.9   0.00012   20.8   4.0   3.0   2   1   0   3   3   2   2 | SP+TM
VITVvi_vZin03_v1.1_H000013F_002.ver1.0.g040760.p01 -          LRR_8                PF13855.12   8.9e-07   27.6   7.0   2.5e-06   26.2   7.0   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P44.ver1.0.g425870.p01          -          LRR_8                PF13855.12   9.5e-07   27.5   3.9     2e-05   23.3   4.8   2.6   2   1   0   2   2   1   1 | SP+TM
VITVvi_vZin03_v1.1_P9.ver1.0.g525060.p01           -          LRR_8                PF13855.12   9.6e-07   27.5   2.9   9.4e-06   24.3   0.2   2.3   2   0   0   2   2   1   1 | SP
VITVvi_vZin03_v1.1_P155.ver1.0.g274350.p01         -          LRR_8                PF13855.12     1e-06   27.4  23.5   4.3e-05   22.2   1.3   5.4   3   1   4   7   7   4   1 | SP+TM
VITVvi_vZin03_v1.1_P171.ver1.0.g289370.p01         -          LRR_8                PF13855.12     1e-06   27.4  20.9    0.0007   18.3   7.2   3.5   1   1   3   4   4   4   4 | SP
VITVvi_vZin03_v1.1_P4.ver1.0.g409220.p01           -          LRR_8                PF13855.12   1.1e-06   27.4   0.9   1.9e-05   23.4   0.1   2.7   2   1   1   3   3   1   1 | SP
VITVvi_vZin03_v1.1_H000055F_002.ver1.0.g095910.p01 -          LRR_8                PF13855.12   1.1e-06   27.4   3.0     1e-05   24.2   0.3   2.4   2   0   0   2   2   1   1 | SP
VITVvi_vZin03_v1.1_H000120F_006.ver1.0.g136650.p01 -          LRR_8                PF13855.12   1.1e-06   27.3   6.6   1.1e-06   27.3   6.6   2.5   1   1   1   2   2   1   1 | SP+TM
VITVvi_vZin03_v1.1_P157.ver1.0.g275900.p01         -          LRR_8                PF13855.12   1.2e-06   27.2   8.2    0.0013   17.5   0.0   3.4   2   1   0   3   3   2   1 | SP+TM
VITVvi_vZin03_v1.1_H000004F_005.ver1.0.g016950.p01 -          LRR_8                PF13855.12   1.2e-06   27.2   5.6   1.9e-05   23.4   2.8   2.4   2   0   0   2   2   1   1 | SP+TM
VITVvi_vZin03_v1.1_P8.ver1.0.g501500.p01           -          LRR_8                PF13855.12   1.3e-06   27.1   7.7       1.4    7.8   0.1   5.2   5   0   0   5   5   2   0 | SP+TM
VITVvi_vZin03_v1.1_P494.ver1.0.g441420.p01         -          LRR_8                PF13855.12   1.3e-06   27.1  21.6    0.0042   15.9   1.9   4.4   1   1   5   6   6   5   4 | SP
VITVvi_vZin03_v1.1_P468.ver1.0.g433880.p01         -          LRR_8                PF13855.12   1.8e-06   26.6   3.9     0.002   16.9   0.9   2.5   1   1   0   2   2   2   2 | SP+TM
VITVvi_vZin03_v1.1_P397.ver1.0.g402950.p01         -          LRR_8                PF13855.12   2.1e-06   26.5  19.4     0.002   16.9   9.1   3.6   2   1   2   4   4   3   3 | SP
VITVvi_vZin03_v1.1_H000012F_015.ver1.0.g039350.p01 -          LRR_8                PF13855.12   2.1e-06   26.4  11.5   0.00046   18.9   0.1   3.6   2   1   1   3   3   2   2 | SP+TM
VITVvi_vZin03_v1.1_H000041F_010.ver1.0.g076970.p01 -          LRR_8                PF13855.12   2.5e-06   26.2   6.2   0.00029   19.6   0.6   2.6   1   1   1   2   2   2   2 | TM
VITVvi_vZin03_v1.1_H000013F_002.ver1.0.g040820.p01 -          LRR_8                PF13855.12   2.9e-06   26.0   3.0   6.8e-06   24.8   3.0   1.6   1   0   0   1   1   1   1 | TM
VITVvi_vZin03_v1.1_P13.ver1.0.g243910.p01          -          LRR_8                PF13855.12     3e-06   25.9  10.4   0.00046   18.9   0.1   3.5   2   1   1   3   3   2   2 | SP+TM
VITVvi_vZin03_v1.1_P71.ver1.0.g492640.p01          -          LRR_8                PF13855.12   3.2e-06   25.8   4.6    0.0031   16.3   1.1   2.5   1   1   1   2   2   2   2 | SP+TM
VITVvi_vZin03_v1.1_H000075F_002.ver1.0.g111860.p01 -          LRR_8                PF13855.12   3.5e-06   25.7   1.9   3.5e-06   25.7   1.9   2.9   2   1   1   3   3   2   2 | SP+TM
VITVvi_vZin03_v1.1_P69.ver1.0.g486630.p01          -          LRR_8                PF13855.12   3.5e-06   25.7   1.9   3.5e-06   25.7   1.9   2.9   2   1   1   3   3   2   2 | SP+TM
VITVvi_vZin03_v1.1_P5.ver1.0.g443720.p01           -          LRR_8                PF13855.12   3.7e-06   25.6   2.6    0.0002   20.1   0.7   2.4   2   0   0   2   2   1   1 | SP
VITVvi_vZin03_v1.1_P14.ver1.0.g255910.p01          -          LRR_8                PF13855.12   4.4e-06   25.4   2.3     1e-05   24.2   2.3   1.6   1   0   0   1   1   1   1 | TM
VITVvi_vZin03_v1.1_H000013F_002.ver1.0.g040810.p01 -          LRR_8                PF13855.12     7e-06   24.8   2.3   1.5e-05   23.7   2.3   1.6   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P12.ver1.0.g234880.p01          -          LRR_8                PF13855.12   7.9e-06   24.6   6.6    0.0015   17.3   6.6   2.9   2   1   1   3   3   2   1 | TM
VITVvi_vZin03_v1.1_H000013F_002.ver1.0.g040770.p01 -          LRR_8                PF13855.12   1.7e-05   23.6   1.7   3.4e-05   22.5   1.7   1.6   1   0   0   1   1   1   1 | TM
VITVvi_vZin03_v1.1_H000038F_001.ver1.0.g075070.p01 -          LRR_8                PF13855.12   1.9e-05   23.4   5.1    0.0013   17.5   0.4   2.6   1   1   0   2   2   2   1 | SP
VITVvi_vZin03_v1.1_P261.ver1.0.g348500.p01         -          LRR_8                PF13855.12   2.4e-05   23.0   4.9    0.0015   17.3   0.5   2.6   1   1   2   3   3   3   2 | SP
VITVvi_vZin03_v1.1_P36.ver1.0.g390570.p01          -          LRR_8                PF13855.12   2.4e-05   23.0   7.4   0.00039   19.2   0.6   2.5   1   1   1   2   2   2   2 | SP+TM
VITVvi_vZin03_v1.1_P1.ver1.0.g204320.p01           -          LRR_8                PF13855.12   3.2e-05   22.6   1.2   3.2e-05   22.6   1.2   2.9   2   0   0   2   2   1   1 | SP+TM
VITVvi_vZin03_v1.1_P368.ver1.0.g393010.p01         -          LRR_8                PF13855.12   3.4e-05   22.6  11.2    0.0035   16.1   1.6   2.7   1   1   1   3   3   3   2 | TM
VITVvi_vZin03_v1.1_P14.ver1.0.g255870.p01          -          LRR_8                PF13855.12     4e-05   22.3   1.9   8.5e-05   21.3   1.9   1.6   1   0   0   1   1   1   1 | TM
VITVvi_vZin03_v1.1_P53.ver1.0.g452810.p01          -          LRR_8                PF13855.12   4.2e-05   22.3   1.7    0.0001   21.0   1.7   1.7   1   0   0   1   1   1   1 | TM
VITVvi_vZin03_v1.1_H000182F_002.ver1.0.g162280.p01 -          LRR_8                PF13855.12   6.8e-05   21.6  30.1    0.0024   16.6   3.2   4.5   3   2   2   5   5   4   3 | SP
VITVvi_vZin03_v1.1_H000013F_003.ver1.0.g040970.p01 -          LRR_8                PF13855.12   9.3e-05   21.2   7.4    0.0002   20.1   7.4   1.6   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P50.ver1.0.g446900.p01          -          LRR_8                PF13855.12   9.9e-05   21.1  22.9   0.00045   19.0   7.4   2.7   1   1   2   3   3   2   2 | TM
VITVvi_vZin03_v1.1_H000077F_008.ver1.0.g113160.p01 -          LRR_8                PF13855.12   0.00033   19.4  10.2      0.11   11.3   7.6   2.6   2   0   0   2   2   2   1 | SP+TM
VITVvi_vZin03_v1.1_P63.ver1.0.g477680.p01          -          LRR_8                PF13855.12   0.00033   19.4  10.2      0.11   11.3   7.6   2.6   2   0   0   2   2   2   1 | SP+TM
VITVvi_vZin03_v1.1_P155.ver1.0.g274420.p01         -          LRR_8                PF13855.12   0.00036   19.3   0.2   0.00078   18.2   0.2   1.6   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000005F_004.ver1.0.g021090.p01 -          LRR_8                PF13855.12   0.00046   18.9   7.0    0.0005   18.8   4.7   2.2   1   1   1   2   2   1   1 | TM
