#                                                                                                        --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                                                 accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#                                         ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
VITVvi_vCabSauv08_v1.1_Primary000026F.ver1.0.g379290.t01      -          LRRNT_2              PF08263.17   3.6e-49  164.4  18.5   4.9e-13   48.8   0.6   5.2   5   0   0   5   5   4   4 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000105F_014.ver1.0.g207280.t01 -          LRRNT_2              PF08263.17   5.1e-06   26.3   0.5   1.4e-05   24.9   0.5   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000170F.ver1.0.g548260.t01      -          LRRNT_2              PF08263.17   5.3e-06   26.3   0.1   5.3e-06   26.3   0.1   2.3   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000014F_023.ver1.0.g086680.t09 -          LRRNT_2              PF08263.17   5.3e-06   26.3   0.4   1.4e-05   24.9   0.4   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000007F.ver1.0.g312700.t01      -          LRRNT_2              PF08263.17   5.4e-06   26.3   2.3   5.4e-06   26.3   2.3   2.7   2   0   0   2   2   1   1 | SP
VITVvi_vCabSauv08_v1.1_Primary000113F.ver1.0.g501520.t03      -          LRRNT_2              PF08263.17   5.4e-06   26.2   0.3   1.1e-05   25.2   0.3   1.6   1   0   0   1   1   1   1 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000113F_005.ver1.0.g211370.t04 -          LRRNT_2              PF08263.17   6.1e-06   26.1   0.3   1.3e-05   25.0   0.3   1.6   1   0   0   1   1   1   1 | SP
VITVvi_vCabSauv08_v1.1_Primary000011F.ver1.0.g333210.t01      -          LRRNT_2              PF08263.17   6.2e-06   26.1   0.5   1.3e-05   25.0   0.5   1.6   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000011F.ver1.0.g333210.t02      -          LRRNT_2              PF08263.17   6.2e-06   26.1   0.5   1.3e-05   25.0   0.5   1.6   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000113F_005.ver1.0.g211370.t01 -          LRRNT_2              PF08263.17   6.3e-06   26.0   0.3   1.3e-05   25.0   0.3   1.6   1   0   0   1   1   1   1 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000113F_005.ver1.0.g211370.t02 -          LRRNT_2              PF08263.17   6.3e-06   26.0   0.3   1.3e-05   25.0   0.3   1.6   1   0   0   1   1   1   1 | SP
VITVvi_vCabSauv08_v1.1_Primary000113F.ver1.0.g501520.t01      -          LRRNT_2              PF08263.17   6.3e-06   26.0   0.3   1.3e-05   25.0   0.3   1.6   1   0   0   1   1   1   1 | SP
VITVvi_vCabSauv08_v1.1_Primary000113F.ver1.0.g501520.t02      -          LRRNT_2              PF08263.17   6.3e-06   26.0   0.3   1.3e-05   25.0   0.3   1.6   1   0   0   1   1   1   1 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000007F_034.ver1.0.g065770.t01 -          LRRNT_2              PF08263.17   6.5e-06   26.0   2.3   6.5e-06   26.0   2.3   3.1   4   0   0   4   4   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000009F.ver1.0.g322910.t05      -          LRRNT_2              PF08263.17   6.9e-06   25.9   1.3   6.9e-06   25.9   1.3   2.4   3   0   0   3   3   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000014F_023.ver1.0.g086680.t07 -          LRRNT_2              PF08263.17     7e-06   25.9   0.4   1.6e-05   24.7   0.4   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000014F_023.ver1.0.g086680.t08 -          LRRNT_2              PF08263.17     7e-06   25.9   0.4   1.6e-05   24.7   0.4   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000014F_023.ver1.0.g086680.t01 -          LRRNT_2              PF08263.17   7.1e-06   25.9   0.4   1.6e-05   24.7   0.4   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000014F_023.ver1.0.g086680.t02 -          LRRNT_2              PF08263.17   7.1e-06   25.9   0.4   1.6e-05   24.7   0.4   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000014F_023.ver1.0.g086680.t03 -          LRRNT_2              PF08263.17   7.1e-06   25.9   0.4   1.6e-05   24.7   0.4   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000014F_023.ver1.0.g086680.t04 -          LRRNT_2              PF08263.17   7.1e-06   25.9   0.4   1.6e-05   24.7   0.4   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000014F.ver1.0.g339150.t03      -          LRRNT_2              PF08263.17   7.2e-06   25.9   0.4   1.6e-05   24.7   0.4   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000014F.ver1.0.g339150.t05      -          LRRNT_2              PF08263.17   7.2e-06   25.9   0.4   1.6e-05   24.7   0.4   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000014F.ver1.0.g339150.t06      -          LRRNT_2              PF08263.17   7.2e-06   25.9   0.4   1.6e-05   24.7   0.4   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000014F.ver1.0.g339150.t04      -          LRRNT_2              PF08263.17   7.2e-06   25.8   0.4   1.7e-05   24.7   0.4   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000009F.ver1.0.g322910.t02      -          LRRNT_2              PF08263.17   7.4e-06   25.8   1.3   7.4e-06   25.8   1.3   2.4   3   0   0   3   3   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000009F.ver1.0.g322910.t04      -          LRRNT_2              PF08263.17   7.4e-06   25.8   1.3   7.4e-06   25.8   1.3   2.4   3   0   0   3   3   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000009F.ver1.0.g322910.t03      -          LRRNT_2              PF08263.17   8.3e-06   25.7   1.3   8.3e-06   25.7   1.3   2.4   3   0   0   3   3   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000214F.ver1.0.g568600.t01      -          LRRNT_2              PF08263.17   9.6e-06   25.4   2.9   2.5e-05   24.1   2.9   1.8   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000226F.ver1.0.g573340.t01      -          LRRNT_2              PF08263.17   9.7e-06   25.4   2.9   2.5e-05   24.1   2.9   1.8   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000009F.ver1.0.g322910.t01      -          LRRNT_2              PF08263.17     1e-05   25.4   1.3     1e-05   25.4   1.3   2.8   3   0   0   3   3   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000025F.ver1.0.g372690.t02      -          LRRNT_2              PF08263.17     1e-05   25.4   0.3   3.3e-05   23.7   0.3   2.0   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000025F_008.ver1.0.g118080.t02 -          LRRNT_2              PF08263.17     1e-05   25.4   0.3   3.3e-05   23.7   0.3   2.0   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000122F.ver1.0.g511160.t01      -          LRRNT_2              PF08263.17     1e-05   25.3   0.3   2.1e-05   24.3   0.3   1.6   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000122F.ver1.0.g511160.t02      -          LRRNT_2              PF08263.17     1e-05   25.3   0.3   2.1e-05   24.3   0.3   1.6   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000025F.ver1.0.g372690.t01      -          LRRNT_2              PF08263.17     1e-05   25.3   0.3   3.5e-05   23.7   0.3   2.0   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000025F_008.ver1.0.g118080.t01 -          LRRNT_2              PF08263.17   1.1e-05   25.2   0.3   3.7e-05   23.6   0.3   2.0   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000070F_019.ver1.0.g179460.t01 -          LRRNT_2              PF08263.17   1.2e-05   25.2   1.1   4.1e-05   23.4   1.1   2.0   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000026F.ver1.0.g375810.t01      -          LRRNT_2              PF08263.17   1.2e-05   25.2  12.8     0.013   15.4   1.9   3.1   3   0   0   3   3   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000027F.ver1.0.g382630.t01      -          LRRNT_2              PF08263.17   1.2e-05   25.1   4.1   3.4e-05   23.7   4.1   1.8   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000051F.ver1.0.g425970.t01      -          LRRNT_2              PF08263.17   1.4e-05   24.9   1.4   2.5e-05   24.1   0.2   2.2   2   0   0   2   2   1   1 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000051F_007.ver1.0.g159730.t01 -          LRRNT_2              PF08263.17   1.4e-05   24.9   1.4   2.6e-05   24.1   0.2   2.2   2   0   0   2   2   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000022F.ver1.0.g364060.t01      -          LRRNT_2              PF08263.17   1.7e-05   24.6   0.7   4.6e-05   23.3   0.7   1.7   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000010F_021.ver1.0.g078700.t01 -          LRRNT_2              PF08263.17   1.7e-05   24.6   0.1     4e-05   23.5   0.1   1.6   1   0   0   1   1   1   1 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000046F_009.ver1.0.g153890.t02 -          LRRNT_2              PF08263.17   1.9e-05   24.5   1.4   5.3e-05   23.1   1.4   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000046F.ver1.0.g417120.t01      -          LRRNT_2              PF08263.17   1.9e-05   24.5   1.4   5.3e-05   23.1   1.4   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000046F_009.ver1.0.g153890.t01 -          LRRNT_2              PF08263.17     2e-05   24.5   1.4   5.4e-05   23.0   1.4   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000046F.ver1.0.g417120.t02      -          LRRNT_2              PF08263.17     2e-05   24.5   1.4   5.4e-05   23.0   1.4   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000022F_033.ver1.0.g110520.t01 -          LRRNT_2              PF08263.17     2e-05   24.5   1.7   6.3e-05   22.8   1.7   1.9   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000098F_001.ver1.0.g200880.t01 -          LRRNT_2              PF08263.17   2.1e-05   24.4   4.6   5.8e-05   23.0   4.6   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000010F.ver1.0.g327340.t01      -          LRRNT_2              PF08263.17   2.1e-05   24.3   0.1   5.5e-05   23.0   0.1   1.7   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000049F.ver1.0.g424750.t01      -          LRRNT_2              PF08263.17   2.2e-05   24.3  16.5     4e-05   23.5  12.2   3.2   2   1   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000009F.ver1.0.g322000.t01      -          LRRNT_2              PF08263.17   2.2e-05   24.3   0.2   5.9e-05   22.9   0.2   1.7   1   0   0   1   1   1   1 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000022F_013.ver1.0.g108920.t01 -          LRRNT_2              PF08263.17   2.2e-05   24.3   0.7   5.8e-05   23.0   0.7   1.7   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000049F_003.ver1.0.g158100.t01 -          LRRNT_2              PF08263.17   2.3e-05   24.2  16.5     4e-05   23.5  12.2   3.1   2   1   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000049F_003.ver1.0.g158110.t01 -          LRRNT_2              PF08263.17   2.5e-05   24.1  10.0   0.00015   21.6   8.1   3.3   2   1   0   2   2   1   1 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000014F_032.ver1.0.g088140.t01 -          LRRNT_2              PF08263.17   2.8e-05   23.9   4.3   2.8e-05   23.9   4.3   2.5   2   1   0   2   2   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000022F.ver1.0.g364060.t02      -          LRRNT_2              PF08263.17     3e-05   23.9   2.5   3.4e-05   23.7   0.7   2.1   2   0   0   2   2   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000269F.ver1.0.g584140.t01      -          LRRNT_2              PF08263.17   3.6e-05   23.6  12.1   3.6e-05   23.6  12.1   3.0   2   1   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000123F.ver1.0.g512920.t01      -          LRRNT_2              PF08263.17   4.5e-05   23.3   0.5   0.00015   21.7   0.5   2.0   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000100F.ver1.0.g489980.t01      -          LRRNT_2              PF08263.17   4.7e-05   23.2   4.9   0.00013   21.8   4.9   1.9   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000006F.ver1.0.g302450.t01      -          LRRNT_2              PF08263.17   4.9e-05   23.2   4.9   0.00014   21.8   4.9   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000044F_005.ver1.0.g151710.t01 -          LRRNT_2              PF08263.17   6.1e-05   22.9   0.1   0.00017   21.4   0.1   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000043F_036.ver1.0.g151210.t01 -          LRRNT_2              PF08263.17   7.7e-05   22.6   1.4   7.7e-05   22.6   1.4   2.3   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000043F_038.ver1.0.g151440.t01 -          LRRNT_2              PF08263.17   7.7e-05   22.6   1.4   7.7e-05   22.6   1.4   2.3   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000009F_017.ver1.0.g075970.t01 -          LRRNT_2              PF08263.17   7.8e-05   22.5   0.2   0.00024   21.0   0.2   1.9   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000001F.ver1.0.g266430.t02      -          LRRNT_2              PF08263.17   8.4e-05   22.4   0.2    0.0002   21.2   0.2   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000288F.ver1.0.g587970.t01      -          LRRNT_2              PF08263.17   8.9e-05   22.4   0.4   8.9e-05   22.4   0.4   2.1   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000001F.ver1.0.g266430.t01      -          LRRNT_2              PF08263.17   9.8e-05   22.2   0.2   0.00023   21.0   0.2   1.6   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000206F_002.ver1.0.g241860.t01 -          LRRNT_2              PF08263.17   9.9e-05   22.2   8.4   0.00076   19.4   8.4   2.4   1   1   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000049F_003.ver1.0.g158130.t01 -          LRRNT_2              PF08263.17   0.00011   22.1   9.9   0.00033   20.5   9.9   1.9   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000007F.ver1.0.g310610.t03      -          LRRNT_2              PF08263.17   0.00014   21.8   0.9   0.00061   19.7   0.9   2.3   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000003F.ver1.0.g289140.t01      -          LRRNT_2              PF08263.17   0.00014   21.8   2.7   0.00023   21.0   1.3   2.2   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000007F.ver1.0.g310610.t02      -          LRRNT_2              PF08263.17   0.00014   21.7   0.9   0.00063   19.6   0.9   2.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000001F_068.ver1.0.g019890.t01 -          LRRNT_2              PF08263.17   0.00019   21.3   0.4   0.00046   20.1   0.4   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000011F.ver1.0.g332160.t01      -          LRRNT_2              PF08263.17    0.0002   21.2   0.7   0.00056   19.8   0.7   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000011F.ver1.0.g332160.t02      -          LRRNT_2              PF08263.17    0.0002   21.2   0.7   0.00056   19.8   0.7   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000206F.ver1.0.g566400.t01      -          LRRNT_2              PF08263.17   0.00021   21.1  10.7      0.44   10.5   8.8   3.4   2   1   0   2   2   2   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000019F.ver1.0.g352910.t01      -          LRRNT_2              PF08263.17   0.00022   21.1   0.3     0.002   18.0   0.1   2.5   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000003F_018.ver1.0.g038150.t01 -          LRRNT_2              PF08263.17   0.00023   21.0   0.0   0.00066   19.6   0.0   1.8   1   0   0   1   1   1   1 | SP
VITVvi_vCabSauv08_v1.1_Primary000007F.ver1.0.g312150.t02      -          LRRNT_2              PF08263.17   0.00023   21.0   1.5   0.00082   19.3   0.8   2.2   2   0   0   2   2   1   1 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000011F_037.ver1.0.g084350.t01 -          LRRNT_2              PF08263.17   0.00024   21.0   0.7   0.00056   19.8   0.7   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000219F_001.ver1.0.g242850.t01 -          LRRNT_2              PF08263.17   0.00024   21.0   0.0   0.00049   20.0   0.0   1.6   1   0   0   1   1   1   1 | SP
VITVvi_vCabSauv08_v1.1_Primary000219F.ver1.0.g570600.t01      -          LRRNT_2              PF08263.17   0.00024   21.0   0.0   0.00049   20.0   0.0   1.6   1   0   0   1   1   1   1 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000003F_061.ver1.0.g041840.t01 -          LRRNT_2              PF08263.17   0.00025   20.9   0.0   0.00069   19.5   0.0   1.8   1   0   0   1   1   1   1 | SP
VITVvi_vCabSauv08_v1.1_Primary000003F.ver1.0.g286040.t01      -          LRRNT_2              PF08263.17   0.00025   20.9   0.0   0.00069   19.5   0.0   1.8   1   0   0   1   1   1   1 | SP
VITVvi_vCabSauv08_v1.1_Primary000284F.ver1.0.g587340.t01      -          LRRNT_2              PF08263.17   0.00027   20.8   3.4   0.00075   19.4   3.4   1.8   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000113F.ver1.0.g500700.t01      -          LRRNT_2              PF08263.17   0.00029   20.7   1.3   0.00042   20.2   0.4   1.8   2   0   0   2   2   1   1 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000007F_034.ver1.0.g065220.t01 -          LRRNT_2              PF08263.17   0.00029   20.7   1.5   0.00084   19.2   0.8   2.1   2   0   0   2   2   1   1 | SP
VITVvi_vCabSauv08_v1.1_Primary000007F.ver1.0.g312150.t01      -          LRRNT_2              PF08263.17    0.0003   20.7   1.5   0.00094   19.1   0.8   2.2   2   0   0   2   2   1   1 | SP
VITVvi_vCabSauv08_v1.1_Primary000148F.ver1.0.g533640.t01      -          LRRNT_2              PF08263.17   0.00033   20.5   0.0    0.0008   19.3   0.0   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000007F.ver1.0.g310610.t01      -          LRRNT_2              PF08263.17   0.00046   20.1   0.9   0.00046   20.1   0.9   2.0   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000034F.ver1.0.g398600.t01      -          LRRNT_2              PF08263.17   0.00047   20.1  17.7    0.0065   16.4   1.0   3.0   3   0   0   3   3   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000007F.ver1.0.g310610.t04      -          LRRNT_2              PF08263.17   0.00052   19.9   0.9   0.00052   19.9   0.9   2.2   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000120F.ver1.0.g510440.t01      -          LRRNT_2              PF08263.17   0.00053   19.9   0.2    0.0026   17.6   0.2   2.4   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000218F.ver1.0.g570450.t01      -          LRRNT_2              PF08263.17   0.00054   19.9   0.3     0.002   18.0   0.3   2.1   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000034F.ver1.0.g398720.t01      -          LRRNT_2              PF08263.17   0.00055   19.8   0.3    0.0014   18.5   0.3   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000034F_002.ver1.0.g134990.t01 -          LRRNT_2              PF08263.17   0.00055   19.8   0.3    0.0014   18.5   0.3   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000014F.ver1.0.g337050.t01      -          LRRNT_2              PF08263.17   0.00057   19.8   1.6    0.0022   17.9   1.6   2.1   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000066F.ver1.0.g448790.t01      -          LRRNT_2              PF08263.17   0.00065   19.6   0.6    0.0017   18.2   0.0   2.1   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000006F.ver1.0.g306320.t01      -          LRRNT_2              PF08263.17    0.0011   18.9   1.1    0.0018   18.2   0.3   1.8   2   0   0   2   2   1   1 | SP
VITVvi_vCabSauv08_v1.1_Primary000070F.ver1.0.g451460.t01      -          LRRNT_2              PF08263.17    0.0012   18.7  11.6    0.0028   17.6   8.6   3.1   2   1   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000034F_002.ver1.0.g134880.t01 -          LRRNT_2              PF08263.17    0.0014   18.5   1.0    0.0037   17.2   1.0   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000003F.ver1.0.g287340.t01      -          LRRNT_2              PF08263.17    0.0019   18.1   0.1     0.071   13.1   0.0   2.7   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000057F.ver1.0.g434840.t01      -          LRRNT_2              PF08263.17    0.0022   17.9   0.0    0.0095   15.9   0.0   2.2   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000034F_032.ver1.0.g136520.t01 -          LRRNT_2              PF08263.17    0.0025   17.7   0.4    0.0066   16.4   0.4   1.8   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000026F.ver1.0.g375750.t01      -          LRRNT_2              PF08263.17    0.0028   17.6   2.7    0.0054   16.6   2.7   1.5   1   0   0   1   1   1   1 | SP
VITVvi_vCabSauv08_v1.1_Primary000016F.ver1.0.g345150.t01      -          LRRNT_2              PF08263.17     0.003   17.5  10.6     0.016   15.1  10.6   2.4   1   1   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000007F_035.ver1.0.g066360.t01 -          LRRNT_2              PF08263.17    0.0032   17.4   0.0    0.0086   16.0   0.0   1.8   1   0   0   1   1   1   1 | SP
VITVvi_vCabSauv08_v1.1_Primary000016F.ver1.0.g345150.t02      -          LRRNT_2              PF08263.17    0.0033   17.3  11.2     0.017   15.1  11.2   2.3   1   1   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000007F.ver1.0.g311590.t01      -          LRRNT_2              PF08263.17    0.0034   17.3   0.0    0.0083   16.0   0.0   1.7   1   0   0   1   1   1   1 | SP
VITVvi_vCabSauv08_v1.1_Primary000026F.ver1.0.g376070.t01      -          LRRNT_2              PF08263.17    0.0035   17.3  38.7     0.049   13.6   5.1   3.8   3   0   0   3   3   3   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000026F.ver1.0.g375790.t01      -          LRRNT_2              PF08263.17    0.0038   17.2   2.4     0.011   15.7   2.4   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000014F.ver1.0.g337070.t01      -          LRRNT_2              PF08263.17     0.004   17.1   2.2     0.004   17.1   2.2   2.3   2   0   0   2   2   1   1 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000123F_013.ver1.0.g218190.t01 -          LRRNT_2              PF08263.17    0.0046   16.9   5.6    0.0046   16.9   5.6   2.3   2   0   0   2   2   1   1 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000164F_005.ver1.0.g236130.t01 -          LRRNT_2              PF08263.17    0.0049   16.8   8.3    0.0049   16.8   8.3   2.8   2   1   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000164F.ver1.0.g544140.t02      -          LRRNT_2              PF08263.17     0.005   16.8   8.3     0.005   16.8   8.3   2.8   2   1   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000164F_005.ver1.0.g236130.t02 -          LRRNT_2              PF08263.17    0.0053   16.7   8.6    0.0053   16.7   8.6   3.0   2   1   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000164F.ver1.0.g544140.t01      -          LRRNT_2              PF08263.17    0.0053   16.7   8.6    0.0053   16.7   8.6   3.0   2   1   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000004F_076.ver1.0.g047680.t01 -          LRRNT_2              PF08263.17     0.006   16.5   2.9     0.006   16.5   2.9   2.6   3   0   0   3   3   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000004F_100.ver1.0.g053440.t01 -          LRRNT_2              PF08263.17     0.006   16.5   2.9     0.006   16.5   2.9   2.6   3   0   0   3   3   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000026F.ver1.0.g375780.t01      -          LRRNT_2              PF08263.17     0.007   16.3   5.3      0.02   14.8   5.3   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000123F.ver1.0.g512940.t01      -          LRRNT_2              PF08263.17    0.0085   16.0   6.2    0.0085   16.0   6.2   2.6   2   0   0   2   2   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000000F.ver1.0.g263050.t01      -          LRRNT_2              PF08263.17    0.0091   15.9   0.1     0.022   14.7   0.1   1.7   1   0   0   1   1   1   1 | SP
VITVvi_vCabSauv08_v1.1_Primary000000F.ver1.0.g263050.t02      -          LRRNT_2              PF08263.17    0.0091   15.9   0.1     0.022   14.7   0.1   1.7   1   0   0   1   1   1   1 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000000F_028.ver1.0.g003490.t02 -          LRRNT_2              PF08263.17      0.01   15.8   0.1     0.026   14.5   0.1   1.8   1   0   0   1   1   1   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000000F_028.ver1.0.g003490.t01 -          LRRNT_2              PF08263.17     0.011   15.7   0.1     0.026   14.5   0.1   1.7   1   0   0   1   1   1   0 | SP+TM
